ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12134967,JD331579,08/09/2020 04:00:00 PM,088XX S MARQUETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0423,004,7,46,14,1195793,1846806,2020,08/16/2020 03:50:14 PM,41.734528848,-87.558281735,"(41.734528848, -87.558281735)"
12130788,JD326633,08/09/2020 10:00:00 PM,062XX N TROY ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,false,false,2413,024,50,2,04B,1154226,1941302,2020,08/16/2020 03:50:14 PM,41.994762542,-87.708043656,"(41.994762542, -87.708043656)"
12130627,JD326355,08/09/2020 04:05:00 PM,056XX S ABERDEEN ST,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,STREET,true,false,0712,007,16,68,24,1169942,1867504,2020,08/16/2020 03:50:14 PM,41.791926594,-87.652387506,"(41.791926594, -87.652387506)"
12130265,JD326028,08/09/2020 11:12:00 AM,063XX S DORCHESTER AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,false,false,0314,003,20,42,04B,1186589,1863270,2020,08/16/2020 03:50:14 PM,41.779930114,-87.591480454,"(41.779930114, -87.591480454)"
12132736,JD328976,08/09/2020 08:00:00 PM,059XX W MADISON ST,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,false,false,1513,015,29,25,06,1136576,1899394,2020,08/16/2020 03:50:14 PM,41.880097802,-87.773975293,"(41.880097802, -87.773975293)"
12130615,JD326488,08/09/2020 07:04:00 PM,070XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,0321,003,6,42,08A,1182773,1858454,2020,08/16/2020 03:50:14 PM,41.76680404,-87.605619683,"(41.76680404, -87.605619683)"
12130479,JD326302,08/09/2020 04:20:00 PM,039XX N WESTERN AVE,0820,THEFT,$500 AND UNDER,DRUG STORE,false,false,1921,019,47,5,06,1159666,1926273,2020,08/16/2020 03:50:14 PM,41.953411521,-87.688448935,"(41.953411521, -87.688448935)"
12129890,JD325661,08/09/2020 12:05:00 AM,031XX W LEXINGTON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,1134,011,24,27,15,1155493,1896530,2020,08/16/2020 03:50:14 PM,41.87187936,-87.704590812,"(41.87187936, -87.704590812)"
12130562,JD326405,08/09/2020 05:45:00 PM,076XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0421,004,7,43,08A,1196619,1855520,2020,08/16/2020 03:50:14 PM,41.758420277,-87.554966924,"(41.758420277, -87.554966924)"
12131516,JD327632,08/09/2020 06:30:00 PM,053XX W NEWPORT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,1634,016,30,15,07,1140077,1922419,2020,08/16/2020 03:50:14 PM,41.94321768,-87.760555246,"(41.94321768, -87.760555246)"
12130923,JD326486,08/09/2020 07:00:00 PM,029XX N LAKE SHORE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1934,019,44,6,14,1173796,1919557,2020,08/16/2020 03:50:14 PM,41.93467909,-87.636706827,"(41.93467909, -87.636706827)"
12130891,JD326680,08/09/2020 11:00:00 PM,083XX S STONY ISLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,0412,004,8,45,07,1188253,1850180,2020,08/16/2020 03:50:14 PM,41.743970443,-87.585797123,"(41.743970443, -87.585797123)"
12130508,JD326267,08/09/2020 02:51:00 PM,031XX S LITUANICA AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,0913,009,11,60,26,1170823,1883882,2020,08/16/2020 03:50:14 PM,41.836850288,-87.648678559,"(41.836850288, -87.648678559)"
12130094,JD325800,08/09/2020 03:50:00 AM,031XX W DOUGLAS BLVD,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,1022,010,24,29,03,1155796,1893292,2020,08/16/2020 03:50:14 PM,41.862987849,-87.703565582,"(41.862987849, -87.703565582)"
12130327,JD326107,08/09/2020 12:30:00 PM,031XX W ROOSEVELT RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1134,011,24,29,14,1155802,1894546,2020,08/16/2020 03:50:14 PM,41.866428839,-87.703509785,"(41.866428839, -87.703509785)"
12129992,JD325745,08/09/2020 02:14:00 AM,008XX N LOCKWOOD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,true,false,1524,015,37,25,15,1140871,1905021,2020,08/16/2020 03:50:14 PM,41.895461087,-87.758065815,"(41.895461087, -87.758065815)"
12131153,JD327091,08/09/2020 07:00:00 PM,014XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,false,false,1231,012,28,28,06,1166875,1896847,2020,08/16/2020 03:50:14 PM,41.872512852,-87.662793798,"(41.872512852, -87.662793798)"
12134495,JD323758,08/07/2020 11:00:00 AM,016XX E 87TH ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SMALL RETAIL STORE,false,false,0412,004,8,45,04A,1188659,1847618,2020,08/16/2020 03:47:58 PM,41.736930377,-87.584391221,"(41.736930377, -87.584391221)"
12131283,JD327385,08/09/2020 10:00:00 PM,083XX S BIRKHOFF AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0622,006,21,71,07,1173406,1849645,2020,08/16/2020 03:50:14 PM,41.742843388,-87.640213372,"(41.742843388, -87.640213372)"
12130859,JD326651,08/09/2020 11:26:00 PM,027XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1135,011,28,27,08B,1158248,1897253,2020,08/16/2020 03:50:14 PM,41.873807522,-87.69445629,"(41.873807522, -87.69445629)"
12133432,JD329882,08/09/2020 04:00:00 PM,003XX N LA SALLE DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,1831,018,42,8,11,1175078,1902532,2020,08/16/2020 03:50:14 PM,41.887933042,-87.632506739,"(41.887933042, -87.632506739)"
12130318,JD326097,08/09/2020 11:55:00 AM,037XX N SAWYER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,false,1733,017,33,16,08B,1154057,1924681,2020,08/16/2020 03:50:14 PM,41.94915693,-87.709110807,"(41.94915693, -87.709110807)"
12132061,JD328320,08/09/2020 06:00:00 PM,014XX E 70TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0332,003,5,43,06,1186981,1858867,2020,08/16/2020 03:50:14 PM,41.767838617,-87.590182832,"(41.767838617, -87.590182832)"
12132523,JD328803,08/09/2020 05:38:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1833,018,2,8,06,1177339,1906234,2020,08/16/2020 03:50:14 PM,41.89804054,-87.624091323,"(41.89804054, -87.624091323)"
12130763,JD326622,08/09/2020 04:00:00 PM,019XX W MAYPOLE AVE,0560,ASSAULT,SIMPLE,CHA APARTMENT,false,false,1223,012,27,28,08A,1163477,1901043,2020,08/16/2020 03:50:14 PM,41.884099198,-87.675151205,"(41.884099198, -87.675151205)"
12130533,JD326434,08/09/2020 06:39:00 PM,005XX S PULASKI RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,CTA STATION,true,false,1132,011,24,26,11,1149812,1897228,2020,08/16/2020 03:50:14 PM,41.873907046,-87.725430093,"(41.873907046, -87.725430093)"
12130433,JD326232,08/09/2020 09:50:00 AM,001XX S WABASH AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SMALL RETAIL STORE,false,false,0112,001,42,32,10,1176828,1899818,2020,08/16/2020 03:50:14 PM,41.880446279,-87.626162366,"(41.880446279, -87.626162366)"
12131257,JD327356,08/09/2020 08:00:00 PM,009XX W HUBBARD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1214,012,27,24,06,1170162,1903265,2020,08/16/2020 03:50:14 PM,41.890053198,-87.650538354,"(41.890053198, -87.650538354)"
12130208,JD325921,08/09/2020 08:59:00 AM,062XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0712,007,16,68,08B,1170054,1863390,2020,08/16/2020 03:50:14 PM,41.780634864,-87.652096346,"(41.780634864, -87.652096346)"
12131688,JD327728,08/09/2020 04:00:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0312,003,20,69,05,1180029,1862337,2020,08/16/2020 03:50:14 PM,41.777522654,-87.615558647,"(41.777522654, -87.615558647)"
12130705,JD326528,08/09/2020 08:05:00 PM,041XX W MELROSE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1731,017,30,16,08B,1148206,1921287,2020,08/16/2020 03:50:14 PM,41.939958434,-87.730706038,"(41.939958434, -87.730706038)"
12130232,JD325981,08/09/2020 10:00:00 AM,075XX S STONY ISLAND AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0411,004,8,43,08B,1188123,1855151,2020,08/16/2020 03:50:14 PM,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
12130732,JD326619,08/09/2020 03:00:00 PM,007XX N RUSH ST,0810,THEFT,OVER $500,SIDEWALK,false,false,1833,018,42,8,06,1176964,1905521,2020,08/16/2020 03:50:14 PM,41.896092532,-87.625490253,"(41.896092532, -87.625490253)"
12134803,JD330472,08/08/2020 12:55:00 AM,054XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,2023,020,48,77,06,1168658,1936265,2020,08/16/2020 03:47:58 PM,41.980639456,-87.65510293,"(41.980639456, -87.65510293)"
12132599,JD328014,08/09/2020 10:00:00 PM,026XX W Ogden Ave,0820,THEFT,$500 AND UNDER,CONSTRUCTION SITE,false,false,1023,010,28,29,06,1158801,1893119,2020,08/16/2020 03:50:14 PM,41.862452101,-87.692539235,"(41.862452101, -87.692539235)"
12131033,JD326961,08/09/2020 09:00:00 PM,058XX W LAKE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1512,015,29,25,06,1137497,1902239,2020,08/16/2020 03:50:14 PM,41.887888334,-87.770524924,"(41.887888334, -87.770524924)"
12130397,JD325880,08/09/2020 07:28:00 AM,007XX W WRIGHTWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,DEPARTMENT STORE,false,false,1935,019,43,7,14,1170733,1917495,2020,08/16/2020 03:50:14 PM,41.929088615,-87.648023865,"(41.929088615, -87.648023865)"
12130286,JD326014,08/09/2020 10:30:00 AM,010XX N MOZART ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,1211,012,26,24,03,1157201,1906637,2020,08/16/2020 03:50:14 PM,41.899579417,-87.698045315,"(41.899579417, -87.698045315)"
12130014,JD325723,08/09/2020 01:21:00 AM,054XX S DEARBORN ST,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0225,002,3,40,08A,1176905,1868928,2020,08/16/2020 03:50:14 PM,41.79568001,-87.626812613,"(41.79568001, -87.626812613)"
12131948,JD326129,08/09/2020 12:55:00 PM,045XX W NORTH AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,2533,025,37,23,06,1145953,1910249,2020,08/16/2020 03:50:14 PM,41.90971226,-87.73926766,"(41.90971226, -87.73926766)"
12134416,JD330969,08/08/2020 11:00:00 AM,008XX N MONTICELLO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1112,011,27,23,07,1151898,1905375,2020,08/16/2020 03:47:58 PM,41.896222471,-87.717556596,"(41.896222471, -87.717556596)"
12133274,JD328727,08/09/2020 10:00:00 PM,111XX S AVENUE L,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0433,004,10,52,05,1201881,1831730,2020,08/16/2020 03:50:14 PM,41.693006498,-87.536489707,"(41.693006498, -87.536489707)"
12130049,JD325822,08/09/2020 04:20:00 AM,047XX S SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0931,009,15,61,08B,1163493,1873165,2020,08/16/2020 03:50:14 PM,41.807598813,-87.675876152,"(41.807598813, -87.675876152)"
12130609,JD326482,08/09/2020 07:40:00 PM,087XX S MACKINAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0424,004,10,46,08B,1199943,1847563,2020,08/16/2020 03:50:14 PM,41.736502554,-87.543052873,"(41.736502554, -87.543052873)"
12129953,JD325741,08/09/2020 01:55:00 AM,030XX W DEVON AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2412,024,50,2,08B,1155036,1942293,2020,08/16/2020 03:50:14 PM,41.997465621,-87.70503734,"(41.997465621, -87.70503734)"
12134353,JD330014,08/08/2020 02:00:00 PM,027XX N CLYBOURN AVE,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,1931,019,32,7,11,1162901,1918174,2020,08/16/2020 03:47:58 PM,41.931120002,-87.676784841,"(41.931120002, -87.676784841)"
12130587,JD326442,08/09/2020 05:25:00 PM,055XX S ABERDEEN ST,0553,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,false,false,0712,007,16,68,04A,1169930,1867958,2020,08/16/2020 03:50:14 PM,41.793172682,-87.652418323,"(41.793172682, -87.652418323)"
12130291,JD325894,08/09/2020 08:13:00 AM,005XX W 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0621,006,17,44,14,1174234,1851863,2020,08/16/2020 03:50:14 PM,41.748911521,-87.637113811,"(41.748911521, -87.637113811)"
12130825,JD326642,08/09/2020 09:33:00 PM,073XX S PHILLIPS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0334,003,7,43,08B,1193918,1856850,2020,08/16/2020 03:50:14 PM,41.762136533,-87.564822113,"(41.762136533, -87.564822113)"
12130151,JD325873,08/09/2020 07:00:00 AM,042XX S ARTESIAN AVE,0810,THEFT,OVER $500,STREET,false,false,0921,009,15,58,06,1160723,1876584,2020,08/16/2020 03:50:14 PM,41.817038668,-87.685941318,"(41.817038668, -87.685941318)"
12130675,JD326440,08/09/2020 06:37:00 PM,026XX N LARAMIE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,false,false,2514,025,31,19,04A,1141272,1916946,2020,08/16/2020 03:50:14 PM,41.928177226,-87.75629836,"(41.928177226, -87.75629836)"
12134657,JD331279,08/06/2020 08:00:00 PM,052XX N SHERIDAN RD,0870,THEFT,POCKET-PICKING,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2023,020,48,77,06,1168697,1934885,2020,08/16/2020 03:47:58 PM,41.976851852,-87.654999693,"(41.976851852, -87.654999693)"
12130817,JD326664,08/09/2020 11:32:00 PM,084XX S MUSKEGON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0423,004,10,46,14,1196620,1849604,2020,08/16/2020 03:50:14 PM,41.742186308,-87.555159353,"(41.742186308, -87.555159353)"
12130552,JD326401,08/09/2020 03:25:00 PM,003XX N LA SALLE DR,0870,THEFT,POCKET-PICKING,RESTAURANT,false,false,1831,018,42,8,06,1175078,1902532,2020,08/16/2020 03:50:14 PM,41.887933042,-87.632506739,"(41.887933042, -87.632506739)"
12130643,JD326465,08/09/2020 07:04:00 PM,054XX W SCHUBERT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,2514,025,30,19,08B,1139647,1917419,2020,08/16/2020 03:50:14 PM,41.929505042,-87.762258154,"(41.929505042, -87.762258154)"
12130024,JD325704,08/09/2020 12:44:00 AM,001XX W 66TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,0722,007,20,69,04B,1176411,1861225,2020,08/16/2020 03:50:14 PM,41.774553308,-87.628855557,"(41.774553308, -87.628855557)"
12130061,JD325790,08/09/2020 03:00:00 AM,043XX S STATE ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,STREET,false,true,0215,002,3,38,26,1176995,1876348,2020,08/16/2020 03:50:14 PM,41.816039143,-87.626258734,"(41.816039143, -87.626258734)"
12130403,JD326006,08/09/2020 03:00:00 AM,022XX E 70TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0331,003,5,43,07,1192200,1858983,2020,08/16/2020 03:50:14 PM,41.768031597,-87.571049401,"(41.768031597, -87.571049401)"
12130345,JD325975,08/09/2020 01:46:00 AM,035XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0212,002,4,36,14,1181368,1881512,2020,08/16/2020 03:50:14 PM,41.830109681,-87.610058377,"(41.830109681, -87.610058377)"
12130350,JD326092,08/09/2020 10:27:00 AM,014XX S TRUMBULL AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1021,010,24,29,08A,1153600,1892919,2020,08/16/2020 03:50:14 PM,41.862008217,-87.711636839,"(41.862008217, -87.711636839)"
12130683,JD326290,08/09/2020 07:30:00 AM,091XX S COTTAGE GROVE AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL / MOTEL,false,false,0633,006,8,44,02,1183159,1844621,2020,08/16/2020 03:50:14 PM,41.728835841,-87.604634255,"(41.728835841, -87.604634255)"
12130931,JD326532,08/09/2020 06:56:00 PM,076XX S PEORIA ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,false,false,0621,006,17,71,10,1171628,1854229,2020,08/16/2020 03:50:14 PM,41.755461599,-87.646593948,"(41.755461599, -87.646593948)"
12129942,JD325655,08/09/2020 12:10:00 AM,008XX S WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0123,001,4,32,08B,1176918,1896566,2020,08/16/2020 03:50:14 PM,41.871520566,-87.625930316,"(41.871520566, -87.625930316)"
12133403,JD329801,08/09/2020 03:00:00 PM,048XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1712,017,35,14,08B,1150850,1931842,2020,08/16/2020 03:50:14 PM,41.96887071,-87.720711123,"(41.96887071, -87.720711123)"
12130757,JD325811,08/09/2020 04:00:00 AM,023XX W DIVERSEY AVE,0917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",OTHER (SPECIFY),false,false,1432,014,32,22,07,1160043,1918537,2020,08/16/2020 03:50:14 PM,41.932175673,-87.687277386,"(41.932175673, -87.687277386)"
12134446,JD325008,08/08/2020 12:42:00 PM,015XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,false,false,1822,018,27,8,06,1171167,1910123,2020,08/16/2020 03:47:58 PM,41.908849952,-87.646645976,"(41.908849952, -87.646645976)"
12131498,JD327063,08/09/2020 12:00:00 AM,035XX S DEARBORN ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE - YARD (FRONT / BACK),false,false,0213,002,3,35,14,1176461,1881298,2020,08/16/2020 03:50:14 PM,41.829634405,-87.628068494,"(41.829634405, -87.628068494)"
12131050,JD327002,08/09/2020 08:00:00 PM,0000X W 47TH ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0224,002,3,38,08B,1176674,1873856,2020,08/16/2020 03:50:14 PM,41.809208114,-87.627511298,"(41.809208114, -87.627511298)"
12130244,JD325855,08/09/2020 05:45:00 AM,002XX W 108TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,0513,005,34,49,08B,1176586,1832990,2020,08/16/2020 03:50:14 PM,41.697068947,-87.629061023,"(41.697068947, -87.629061023)"
12130695,JD326418,08/09/2020 06:35:00 PM,008XX E 89TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,0633,006,8,44,04B,1183415,1845815,2020,08/16/2020 03:50:14 PM,41.732106363,-87.603659398,"(41.732106363, -87.603659398)"
12133105,JD325671,08/09/2020 01:45:00 AM,003XX N STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1831,018,42,8,08B,1176300,1902537,2020,08/16/2020 03:50:14 PM,41.887919288,-87.628019052,"(41.887919288, -87.628019052)"
12130737,JD326360,08/09/2020 03:30:00 PM,001XX W 117TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0522,005,34,53,08B,1177223,1827363,2020,08/16/2020 03:50:14 PM,41.681613308,-87.626897663,"(41.681613308, -87.626897663)"
12132411,JD328344,08/09/2020 11:00:00 PM,005XX N MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,DEPARTMENT STORE,false,false,1834,018,42,8,05,1177337,1904048,2020,08/16/2020 03:50:14 PM,41.892042096,-87.624165033,"(41.892042096, -87.624165033)"
12129982,JD325651,08/09/2020 12:07:00 AM,0000X W 111TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0522,005,34,49,08B,1178035,1831035,2020,08/16/2020 03:50:14 PM,41.691671509,-87.623814606,"(41.691671509, -87.623814606)"
12134700,JD331324,08/03/2020 05:00:00 PM,036XX N AVONDALE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,false,false,1732,017,30,16,11,1150754,1923993,2020,08/16/2020 03:47:58 PM,41.947334376,-87.721270252,"(41.947334376, -87.721270252)"
12130692,JD326432,08/09/2020 06:29:00 PM,008XX E 90TH PL,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST / OBSTRUCT / DISARM OFFICER,STREET,true,false,0633,006,8,44,24,1183374,1845148,2020,08/16/2020 03:50:14 PM,41.730276993,-87.603830307,"(41.730276993, -87.603830307)"
12134326,JD325025,08/08/2020 11:54:00 AM,080XX S LANGLEY AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0631,006,6,44,08A,1182289,1851913,2020,08/16/2020 03:47:58 PM,41.74886608,-87.607595972,"(41.74886608, -87.607595972)"
25381,JD326228,08/09/2020 10:31:00 PM,008XX E 81ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,false,false,0631,006,8,44,01A,1183408,1851477,2020,08/16/2020 03:50:14 PM,41.747643677,-87.603509135,"(41.747643677, -87.603509135)"
12130306,JD325912,08/09/2020 08:22:00 AM,033XX W WARREN BLVD,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,false,false,1123,011,28,27,26,1154140,1900148,2020,08/16/2020 03:50:14 PM,41.881834617,-87.709461701,"(41.881834617, -87.709461701)"
12130070,JD325830,08/09/2020 12:00:00 AM,025XX N HAMLIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,2524,025,31,22,08B,1150620,1916613,2020,08/16/2020 03:50:14 PM,41.927085676,-87.721956263,"(41.927085676, -87.721956263)"
12130341,JD325978,08/09/2020 03:13:00 AM,027XX W 25TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1034,010,24,30,14,1158209,1887286,2020,08/16/2020 03:50:14 PM,41.846457828,-87.694871608,"(41.846457828, -87.694871608)"
12130776,JD326621,08/09/2020 09:47:00 PM,068XX S CREGIER AVE,141B,WEAPONS VIOLATION,UNLAWFUL USE - OTHER FIREARM,STREET,true,false,0332,003,5,43,15,1189384,1859913,2020,08/16/2020 03:50:14 PM,41.770651615,-87.581341367,"(41.770651615, -87.581341367)"
12130652,JD326507,08/09/2020 11:00:00 AM,076XX S COLES AVE,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,0421,004,7,43,06,1196225,1855268,2020,08/16/2020 03:50:14 PM,41.757738544,-87.55641921,"(41.757738544, -87.55641921)"
12130960,JD326634,08/09/2020 10:45:00 PM,020XX W CULLERTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,true,1234,012,25,31,07,1162985,1890401,2020,08/16/2020 03:50:14 PM,41.854906927,-87.677256556,"(41.854906927, -87.677256556)"
12133037,JD327188,08/09/2020 03:00:00 PM,011XX E 95TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0511,005,8,50,06,1185418,1842213,2020,08/16/2020 03:50:14 PM,41.722175241,-87.596434621,"(41.722175241, -87.596434621)"
12133633,JD330074,08/09/2020 11:00:00 AM,022XX W ARGYLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2031,020,40,4,07,1160336,1933161,2020,08/16/2020 03:50:14 PM,41.972298681,-87.685794601,"(41.972298681, -87.685794601)"
12130283,JD326032,08/09/2020 11:15:00 AM,012XX N LARAMIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2532,025,37,25,08B,1141473,1907734,2020,08/16/2020 03:50:14 PM,41.902894779,-87.755787704,"(41.902894779, -87.755787704)"
12131382,JD327042,08/09/2020 02:00:00 PM,034XX W FRANKLIN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1121,011,27,23,14,1153459,1903123,2020,08/16/2020 03:50:14 PM,41.890011876,-87.711883222,"(41.890011876, -87.711883222)"
12130006,JD325732,08/09/2020 01:21:00 AM,066XX S STATE ST,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,STREET,true,false,0322,003,20,69,15,1177417,1861159,2020,08/16/2020 03:50:14 PM,41.774349524,-87.625169743,"(41.774349524, -87.625169743)"
12130528,JD326365,08/09/2020 04:00:00 PM,055XX N ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,2012,020,40,77,14,1164663,1936787,2020,08/16/2020 03:50:14 PM,41.982157702,-87.669780224,"(41.982157702, -87.669780224)"
12131089,JD327010,08/09/2020 07:00:00 PM,005XX S LAVERGNE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1533,015,29,25,06,1143347,1897119,2020,08/16/2020 03:50:14 PM,41.873731129,-87.749169503,"(41.873731129, -87.749169503)"
12130486,JD326254,08/09/2020 03:15:00 PM,011XX E 79TH PL,0820,THEFT,$500 AND UNDER,STREET,false,false,0411,004,8,45,06,1185387,1852531,2020,08/16/2020 03:50:14 PM,41.750489669,-87.596224483,"(41.750489669, -87.596224483)"
12130977,JD326223,08/09/2020 02:30:00 PM,011XX N MONITOR AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,1511,015,29,25,08A,1137153,1906901,2020,08/16/2020 03:50:14 PM,41.900687638,-87.771676151,"(41.900687638, -87.771676151)"
12130165,JD325853,08/09/2020 06:30:00 AM,028XX W DIVISION ST,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,false,false,1211,012,26,24,14,1157398,1907857,2020,08/16/2020 03:50:14 PM,41.902923197,-87.697288509,"(41.902923197, -87.697288509)"
12130746,JD326457,08/09/2020 06:50:00 PM,034XX N NARRAGANSETT AVE,0460,BATTERY,SIMPLE,ALLEY,false,false,1632,016,38,17,08B,1133083,1922351,2020,08/16/2020 03:50:14 PM,41.943156446,-87.786263743,"(41.943156446, -87.786263743)"
